License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
416961,2/24/2016 0:00,AVN,7B6055A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITSAP
415488,9/27/2016 0:00,AVN,1D6271C,69.50.401,(MJ) Sale or service to minor,HOQUIAM,GRAYS HARBOR
416627,8/20/2015 0:00,AVN,7N5236B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SPOKANE
421630,3/7/2017 0:00,AVN,3H7066A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SNOHOMISH
402107,7/31/2015 0:00,AVN,2A5212C,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,SEATTLE,KING
412061,9/16/2014 0:00,AVN,7O4262A,314.55.083(4),(MJ) Unauthorized product/unapproved storage or delivery. (producer),PASCO,FRANKLIN
413380,2/2/2016 0:00,AVN,7I6033A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,WHATCOM
413428,7/30/2017 0:00,AVN,2E7211A,314.55.079,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
413913,10/18/2017 0:00,AVN,7N7291A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
414042,10/15/2014 0:00,AVN,7G4288A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
412869,2/10/2017 0:00,AVN,7E7039A,314.55.050,(MJ) Failure to furnish required documents.,VANCOUVER,CLARK
423681,6/20/2017 0:00,AVN,7I7171A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",BLAINE,WHATCOM
412737,12/4/2015 0:00,AVN,7M5338A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
413718,7/21/2016 0:00,AVN,7B6203A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,TACOMA,PIERCE
416746,10/27/2015 0:00,AVN,7O5300A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
416504,8/22/2016 0:00,AVN,7O6235A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,LINCOLN
413100,9/17/2015 0:00,AVN,7I5260A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SKAGIT
413558,8/29/2017 0:00,AVN,2K7241A,314.55.050,(MJ) Failure to furnish required documents.,SEATTLE,KING
414740,5/18/2016 0:00,AVN,4G6139B,314.55.079,(MJ) Sale or service to minor,OMAK,OKANOGAN
412538,7/12/2016 0:00,AVN,7H6193A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
420291,9/17/2017 0:00,Written Warning,2G7260E,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
414905,12/15/2016 0:00,AVN,7P6350A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITTITAS
414864,7/25/2017 0:00,AVN,4L7206A,69.50.401,(MJ) Sale or service to minor,MOSES LAKE,GRANT
412402,10/17/2014 0:00,AVN,7O4290A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,SPOKANE
413911,1/18/2017 0:00,AVN,7R7018A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,MASON
412585,11/1/2014 0:00,AVN,7D4305A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,CLALLAM
412370,9/26/2017 0:00,Written Warning,3C7269B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
413718,3/7/2017 0:00,AVN,7D7066A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
413481,7/7/2015 0:00,AVN,4I5188A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",EAST WENATCHEE,DOUGLAS
414740,5/18/2016 0:00,AVN,4G6139B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OMAK,OKANOGAN
410332,3/14/2016 0:00,AVN,2C6073A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
416183,8/18/2017 0:00,AVN,7G7230A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
415183,6/11/2015 0:00,AVN,1R5162B,69.50.401,(MJ) Sale or service to minor,SHELTON,MASON
412053,10/6/2014 0:00,AVN,7M4279A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,LINCOLN
412656,8/16/2017 0:00,AVN,7I7228A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),BELLINGHAM,WHATCOM
416787,3/2/2017 0:00,AVN,7E7061A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,VANCOUVER,CLARK
415968,3/9/2016 0:00,AVN,7N6069A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
424162,7/21/2017 0:00,AVN,7L7202B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,YAKIMA
414495,8/31/2015 0:00,AVN,3F5243A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SNOHOMISH
415325,2/19/2015 0:00,AVN,2A5050A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412374,10/17/2017 0:00,AVN,7M7290A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
412396,4/13/2016 0:00,AVN,7E6104C,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",VANCOUVER,CLARK
412720,3/17/2015 0:00,AVN,3W5076A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,SNOHOMISH
412524,5/3/2016 0:00,AVN,2C6124A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),AIRWAY HEIGHTS,SPOKANE
413431,1/12/2016 0:00,AVN,7Q6012B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
412193,3/2/2017 0:00,AVN,7R7061A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORP. AREAS,JEFFERSON
412144,8/24/2015 0:00,AVN,7M5236B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SPOKANE
414114,4/4/2016 0:00,AVN,7N6095B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
423396,7/17/2017 0:00,AVN,7G7198A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,ARLINGTON,SNOHOMISH
414060,11/19/2015 0:00,AVN,3C5323A,314.55.035,(MJ) True party of interest violation.,MOUNT VERNON,SKAGIT
417321,11/10/2016 0:00,AVN,7I6315A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),BELLINGHAM,WHATCOM
416039,9/9/2016 0:00,AVN,7E6253A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),VANCOUVER,CLARK
412061,9/22/2015 0:00,AVN,7O5265A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),PASCO,FRANKLIN
412107,8/29/2015 0:00,AVN,7D5241A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITSAP
412977,10/13/2016 0:00,AVN,7R6287A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,SAN JUAN
413737,10/6/2016 0:00,AVN,3G6280B,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
414841,5/5/2016 0:00,AVN,2G6126A,69.50.401,(MJ) Sale or service to minor,RENTON,KING
417497,8/5/2016 0:00,AVN,7L6218A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
413420,6/12/2017 0:00,AVN,1G7163A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,PIERCE
412129,5/23/2017 0:00,AVN,7B7143A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
412031,11/8/2016 0:00,AVN,7C6313A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,THURSTON
415083,8/8/2017 0:00,AVN,1G7220A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,THURSTON
416350,5/6/2016 0:00,AVN,7M6127B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
414533,8/8/2016 0:00,AVN,2G6221A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412422,10/27/2016 0:00,AVN,7H6301A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,OKANOGAN
413702,8/17/2017 0:00,AVN,3B7229B,69.50.401,(MJ) Sale or service to minor,BELLINGHAM,WHATCOM
414065,3/23/2016 0:00,AVN,4H6083B,314.55.079,(MJ) Sale or service to minor,WENATCHEE,CHELAN
420291,10/19/2017 0:00,AVN,2G7292A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412370,10/23/2015 0:00,AVN,3C5296C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,MOUNT VERNON,SKAGIT
416458,1/13/2016 0:00,AVN,7B6013A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
353928,7/26/2017 0:00,AVN,4F7207C,69.50.401,(MJ) Sale or service to minor,YAKIMA,YAKIMA
414065,3/23/2016 0:00,AVN,4H6083B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,WENATCHEE,CHELAN
416107,3/18/2016 0:00,AVN,7G6078A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LAKE STEVENS,SNOHOMISH
413732,6/1/2015 0:00,AVN,1K5152B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,VANCOUVER,CLARK
420123,7/12/2016 0:00,AVN,1W6194B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,FORKS,CLALLAM
410332,3/14/2016 0:00,AVN,2C6073A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
413199,7/6/2017 0:00,AVN,7G7187A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,OKANOGAN
412942,1/26/2017 0:00,AVN,7C7026A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,THURSTON
413700,6/12/2015 0:00,AVN,4I5163A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,OKANOGAN
416739,3/3/2016 0:00,AVN,7L6063E,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
415445,6/29/2016 0:00,AVN,3A6181B,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,WHATCOM
415880,5/18/2017 0:00,AVN,7L7138A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
353993,5/23/2017 0:00,AVN,1D7143A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,HOQUIAM,GRAYS HARBOR
420291,9/17/2017 0:00,Written Warning,2G7260E,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,SEATTLE,KING
420291,10/19/2017 0:00,AVN,2G7292A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
424273,4/10/2017 0:00,AVN,4H7100A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,CLE ELUM,KITTITAS
412149,10/8/2015 0:00,AVN,7C5281A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",RAYMOND,PACIFIC
417082,4/14/2017 0:00,AVN,7M7104B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SPRINGDALE,STEVENS
416540,8/23/2016 0:00,AVN,1C6236A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OLYMPIA,THURSTON
421490,10/25/2017 0:00,AVN,1C7298A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,THURSTON
415984,2/5/2016 0:00,AVN,7O6036A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
412097,5/12/2017 0:00,AVN,7E7132A,314.55.035,(MJ) True party of interest violation.,LONGVIEW,COWLITZ
417165,4/22/2016 0:00,AVN,7J6113B,314.55.050,(MJ) Misrepresentation of fact.,UNINCORPORATED AREAS,KING
415348,7/12/2017 0:00,AVN,2D7193A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
412268,6/13/2016 0:00,AVN,7Q6165A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),LATAH,SPOKANE
417078,1/18/2017 0:00,AVN,7E7018B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),KELSO,COWLITZ
414867,4/27/2016 0:00,AVN,3W6118A,314.55.079(6),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,ISSAQUAH,KING
413886,12/20/2016 0:00,AVN,3A6355A,314.55.079,(MJ) Sale or service to minor,BELLINGHAM,WHATCOM
417174,7/6/2016 0:00,AVN,7D6188A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),TACOMA,PIERCE
412388,3/19/2016 0:00,AVN,7E6079A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORP. AREAS,KLICKITAT
417214,8/11/2017 0:00,AVN,7B7223A,314.55.104,(MJ) Marijuana processor extraction requirements.,TACOMA,PIERCE
413126,5/5/2016 0:00,AVN,7N6126A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
414867,10/18/2015 0:00,AVN,3M5291D,314.55.079,(MJ) Sale or service to minor,ISSAQUAH,KING
412138,3/2/2016 0:00,AVN,7E6062A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,OKANOGAN
414656,7/20/2015 0:00,AVN,1U5201A,314.55.079,(MJ) Sale or service to minor,BREMERTON,KITSAP
412494,5/25/2016 0:00,AVN,2P6146A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,AUBURN,KING
416968,7/21/2017 0:00,AVN,7G7202B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
413558,5/1/2015 0:00,AVN,2E5121A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
350641,1/21/2017 0:00,AVN,2H7021A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
415504,5/29/2015 0:00,AVN,3G5149A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SNOHOMISH
412756,6/2/2016 0:00,AVN,7H6154A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
414812,6/7/2016 0:00,AVN,1V6159A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BAINBRIDGE ISLAND,KITSAP
413912,10/14/2016 0:00,AVN,7H6288A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
413718,8/9/2017 0:00,AVN,7D7221A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
415900,10/14/2016 0:00,AVN,7M6288A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
412016,8/16/2017 0:00,AVN,7M7228A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
415115,6/27/2015 0:00,AVN,3J5178A,314.55.079,(MJ) Sale or service to minor,KENMORE,KING
412855,3/22/2016 0:00,AVN,7J6083A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,KING
414286,4/18/2017 0:00,AVN,7B7074A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,VANCOUVER,CLARK
415921,5/4/2017 0:00,AVN,7P7124B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,CHELAN
414240,11/5/2015 0:00,AVN,3K5309A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,KIRKLAND,KING
417188,3/3/2016 0:00,AVN,7L6063F,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,MOXEE,YAKIMA
413420,6/12/2017 0:00,AVN,1G7163A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,PIERCE
416153,6/3/2016 0:00,AVN,7I6155A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,WHATCOM
415132,6/9/2015 0:00,AVN,4P5160A,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
350641,1/19/2017 0:00,AVN,2H7019A,69.50.535,(MJ) Failure to submit monthly tax reports and/or payments.,SEATTLE,KING
417262,8/24/2016 0:00,AVN,7I6237A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,SAN JUAN
416598,3/3/2016 0:00,AVN,7L6063C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
353260,11/10/2014 0:00,AVN,1W4314A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,JEFFERSON
412022,12/11/2015 0:00,AVN,7M5345A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
412792,7/21/2015 0:00,AVN,7L5202A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITTITAS
413201,10/21/2016 0:00,AVN,4U6295A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
415727,3/16/2016 0:00,AVN,7N6076A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
414680,5/15/2015 0:00,AVN,3G5135E,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,EVERETT,SNOHOMISH
416155,8/30/2016 0:00,AVN,7Q6244A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),AIRWAY HEIGHTS,SPOKANE
413596,11/29/2016 0:00,AVN,4F6334A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNION GAP,YAKIMA
416748,3/3/2016 0:00,AVN,7L6063B,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,MOXEE,YAKIMA
412457,10/2/2015 0:00,AVN,7L5273A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
414462,7/26/2017 0:00,AVN,7P7207A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
425153,7/21/2017 0:00,AVN,7O7202A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,YAKIMA
415238,6/8/2016 0:00,AVN,3G6160A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
414889,5/2/2017 0:00,AVN,1R7122A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
412315,1/21/2016 0:00,AVN,7O6021A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,UNINCORP. AREAS,BENTON
416102,10/6/2016 0:00,AVN,3G6280C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
412396,9/2/2016 0:00,AVN,7B6246A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),VANCOUVER,CLARK
412991,12/20/2016 0:00,AVN,7B6355A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,AUBURN,KING
